Session ID,User ID,Vehicle_Variant_ID,Station_Variant_ID,Date,TimeOfDay_ID,Charging Duration (hours),Energy Consumed (kWh),Charging Rate (kW),Charging Cost (USD)
S4290,User_168,V51,S610,2024-04-11,4,1.067,57.503,53.199,11.16
S6155,User_1098,V154,S329,2024-04-11,4,2.217,54.988,24.679,24.56
S4832,User_441,V142,S787,2024-04-11,4,1.317,6.044,4.576,25.08
S5657,User_849,V147,S945,2024-04-11,4,1.35,86.304,63.916,37.1
S6312,User_1180,V160,S225,2024-04-11,2,1.933,12.457,6.431,18.83
S6088,User_1065,V150,S346,2024-04-11,2,3.3,22.029,6.646,6.94
S4560,User_303,V150,S351,2024-04-11,2,2.767,5.0,1.797,28.91
S5937,User_991,V122,S767,2024-04-11,2,3.85,16.826,4.37,24.9
S4080,User_54,V74,S353,2024-04-11,2,2.783,65.56,23.449,35.47
S5632,User_837,V126,S345,2024-04-11,2,0.967,52.253,53.652,29.74
S4744,User_398,V42,S1002,2024-04-11,2,3.417,21.836,6.376,9.63
S6290,User_1166,V128,S189,2024-04-11,2,3.6,16.999,4.712,15.22
S5640,User_841,V78,S1157,2024-04-11,2,2.0,53.682,26.801,31.11
S5443,User_750,V55,S1165,2024-04-11,2,3.133,56.499,17.966,15.01
S4216,User_130,V70,S78,2024-04-11,2,2.75,31.485,11.445,21.82
S4310,User_180,V142,S819,2024-04-11,2,0.55,53.926,96.885,9.51
S5515,User_783,V142,S888,2024-04-11,2,2.983,7.011,2.338,24.5
S4860,User_455,V9,S574,2024-04-11,2,0.817,60.498,73.002,19.03
S5179,User_618,V122,S1140,2024-04-11,2,0.833,39.835,46.932,19.98
S5729,User_886,V126,S821,2024-04-11,2,3.0,81.547,27.126,36.49
S4282,User_165,V63,S595,2024-04-11,2,0.95,31.927,33.412,24.67
S5635,User_838,V107,S223,2024-04-11,2,1.383,49.553,35.659,9.01
S5717,User_880,V50,S825,2024-04-11,2,3.117,58.634,18.754,6.55
S6475,User_1265,V142,S1082,2024-04-11,2,0.75,42.273,55.592,39.96
S4121,User_78,V12,S200,2024-04-11,2,1.55,30.266,19.477,19.2
S5913,User_979,V50,S245,2024-04-11,2,1.65,77.861,46.901,10.89
S5239,User_647,V50,S967,2024-04-11,2,2.533,28.789,11.349,26.84
S4564,User_306,V12,S474,2024-04-11,2,0.983,19.49,19.501,15.2
S4947,User_497,V62,S130,2024-04-11,2,0.617,13.439,21.558,19.24
S4529,User_291,V51,S952,2024-04-11,3,0.717,65.266,90.863,34.1
S4031,User_32,V23,S1091,2024-04-11,3,0.817,36.959,44.902,18.59
S3969,User_2,V86,S887,2024-04-11,3,3.183,14.665,4.6,21.43
S6508,User_1285,V75,S1143,2024-04-11,3,3.283,31.441,9.534,36.95
S5718,User_880,V50,S825,2024-04-11,3,1.517,60.979,39.792,7.48
S5968,User_1007,V119,S1079,2024-04-11,3,0.95,30.245,31.641,27.03
S6542,User_1303,V48,S1170,2024-04-11,3,0.733,22.673,30.776,11.9
S4243,User_145,V20,S425,2024-04-11,3,3.433,70.315,20.405,19.99
S4873,User_461,V147,S1154,2024-04-11,3,1.567,19.653,12.422,23.13
S4852,User_450,V113,S293,2024-04-11,3,1.483,9.025,6.053,37.8
S5073,User_559,V154,S413,2024-04-11,3,2.517,44.078,17.405,12.25
S4164,User_101,V13,S373,2024-04-11,3,2.55,60.787,23.715,11.51
S5638,User_839,V51,S758,2024-04-11,3,1.95,20.327,10.415,19.38
S4704,User_379,V122,S1115,2024-04-11,3,3.9,19.52,4.989,30.09
S5222,User_640,V82,S259,2024-04-11,3,1.6,68.367,42.527,17.28
S4536,User_294,V7,S434,2024-04-11,3,0.7,68.254,96.353,18.39
S3985,User_9,V50,S1055,2024-04-11,3,2.25,48.489,21.47,34.97
S4447,User_248,V156,S572,2024-04-11,3,3.45,67.089,19.39,72.37
S6269,User_1155,V122,S841,2024-04-11,1,1.4,39.474,28.077,29.1
S5188,User_623,V23,S1164,2024-04-11,1,2.75,15.91,5.778,10.75
S5941,User_993,V12,S272,2024-04-11,1,1.3,54.797,41.727,13.99
S4078,User_52,V7,S1080,2024-04-11,1,1.483,61.953,41.678,30.58
S5719,User_881,V9,S982,2024-04-11,1,1.833,37.272,20.155,38.34
S6412,User_1229,V62,S220,2024-04-11,1,1.217,5.0,4.083,30.33
S4754,User_403,V149,S115,2024-04-11,1,3.433,27.441,7.969,31.94
S4633,User_340,V9,S1148,2024-04-11,1,1.283,81.101,62.504,29.63
S4179,User_108,V31,S50,2024-04-11,1,1.117,70.293,62.676,11.46
S5122,User_588,V150,S683,2024-04-11,1,2.333,41.356,17.625,18.78
S4362,User_207,V82,S34,2024-04-11,1,2.467,74.148,29.867,12.63
S5471,User_765,V107,S866,2024-04-11,1,2.05,41.983,20.419,26.97
S5897,User_971,V7,S80,2024-04-11,1,3.35,46.282,13.786,35.97
S4822,User_436,V1,S62,2024-04-11,4,3.45,34.226,9.892,5.55
S5060,User_554,V86,S366,2024-04-11,4,1.6,48.729,30.258,37.21
S5691,User_867,V9,S686,2024-04-11,4,1.233,61.315,49.491,41.74
S4227,User_136,V62,S1181,2024-04-11,4,3.833,54.181,14.104,8.11
S5317,User_691,V86,S1015,2024-04-11,4,2.767,49.644,17.88,5.87
S6083,User_1063,V9,S309,2024-04-11,4,2.333,32.611,13.88,12.7
S6565,User_1315,V70,S692,2024-04-11,4,1.7,48.311,28.292,38.89
S4829,User_439,V9,S696,2024-04-11,4,0.55,6.002,10.809,56.52
S6477,User_1266,V23,S32,2024-04-11,4,0.717,50.04,68.33,9.69
S4525,User_289,V58,S333,2024-04-11,4,3.283,40.237,12.228,29.81
S5552,User_802,V58,S673,2024-04-11,4,0.883,22.323,24.828,26.8
S4705,User_379,V122,S1115,2024-04-11,4,1.467,13.82,9.318,25.78
S5697,User_869,V113,S850,2024-04-11,4,1.117,48.869,43.139,39.62
S4727,User_388,V107,S203,2024-04-11,4,1.467,14.168,9.63,19.83
S6375,User_1210,V78,S763,2024-04-12,4,2.55,21.121,8.252,46.37
S3968,User_2,V86,S887,2024-04-12,4,1.867,11.354,6.042,22.94
S5567,User_809,V150,S1052,2024-04-12,4,1.0,78.626,77.756,13.35
S4639,User_343,V62,S186,2024-04-12,4,1.9,43.888,23.071,16.25
S6420,User_1232,V122,S474,2024-04-12,4,2.617,30.668,11.69,17.39
S4646,User_346,V113,S104,2024-04-12,4,2.683,39.674,14.712,6.97
S6005,User_1024,V74,S302,2024-04-12,4,1.267,26.249,20.585,9.43
S4476,User_263,V68,S424,2024-04-12,4,1.15,11.271,9.736,39.47
S4129,User_82,V142,S590,2024-04-12,4,1.95,29.846,15.296,19.4
S5067,User_556,V70,S525,2024-04-12,4,1.533,11.118,7.233,23.84
S4872,User_461,V147,S1154,2024-04-12,4,2.05,16.633,8.103,25.52
S6568,User_1316,V126,S1089,2024-04-12,4,2.333,38.047,16.203,22.14
S6092,User_1067,V5,S962,2024-04-12,4,3.15,30.976,9.815,31.42
S6485,User_1272,V119,S642,2024-04-12,4,2.8,5.0,1.776,25.89
S5645,User_843,V160,S723,2024-04-12,4,1.45,66.373,45.522,39.52
S4909,User_478,V150,S295,2024-04-12,4,0.967,38.824,39.973,28.01
S6260,User_1151,V150,S194,2024-04-12,4,3.133,50.826,16.203,5.14
S4866,User_458,V62,S992,2024-04-12,4,1.733,58.939,33.921,13.59
S4484,User_267,V16,S129,2024-04-12,4,3.9,60.826,15.56,16.27
S4364,User_208,V58,S463,2024-04-12,4,3.917,51.651,13.143,14.58
S4922,User_485,V150,S873,2024-04-12,4,2.7,23.028,8.495,14.37
S5934,User_989,V62,S1193,2024-04-12,4,3.15,89.118,28.211,9.93
S6259,User_1150,V23,S806,2024-04-12,4,2.917,9.057,3.099,24.63
S6178,User_1110,V42,S591,2024-04-12,4,3.683,26.706,7.244,5.49
S6100,User_1070,V150,S157,2024-04-12,4,2.65,54.736,20.565,41.29
S5195,User_625,V107,S1036,2024-04-12,2,0.783,17.345,21.783,28.96
S5952,User_999,V33,S386,2024-04-12,2,3.617,48.79,13.488,23.33
S6383,User_1214,V18,S1150,2024-04-12,2,0.567,43.315,75.599,43.9
S5848,User_947,V107,S140,2024-04-12,2,0.5,20.503,40.864,12.7
S6569,User_1317,V23,S809,2024-04-12,2,2.583,79.612,30.807,4.68
S4102,User_67,V126,S644,2024-04-12,2,1.017,36.102,35.428,41.36
S4178,User_108,V31,S50,2024-04-12,2,1.883,71.784,38.096,10.18
S5057,User_552,V113,S856,2024-04-12,2,2.95,34.446,11.677,29.67
S5518,User_784,V42,S903,2024-04-12,2,3.667,57.394,15.614,12.28
S4263,User_156,V147,S64,2024-04-12,2,2.0,56.285,28.007,19.68
S4827,User_438,V62,S634,2024-04-12,2,1.017,77.558,75.741,32.62
S4558,User_302,V70,S121,2024-04-12,2,1.867,46.462,24.684,33.9
S5366,User_716,V23,S584,2024-04-12,2,2.133,32.861,15.323,34.42
S4992,User_519,V78,S587,2024-04-12,2,2.4,8.543,3.542,29.43
S5440,User_749,V150,S361,2024-04-12,2,1.817,42.308,23.239,13.73
S5448,User_754,V62,S794,2024-04-12,2,1.267,25.099,19.715,10.24
S5888,User_966,V120,S1128,2024-04-12,2,1.367,6.711,4.883,13.84
S5956,User_1001,V9,S608,2024-04-12,2,3.183,63.435,19.904,28.6
S4056,User_43,V16,S785,2024-04-12,2,0.55,13.725,24.361,34.49
S5104,User_577,V122,S187,2024-04-12,2,1.25,5.0,3.972,21.06
S4869,User_459,V109,S332,2024-04-12,3,2.1,75.295,35.853,10.94
S6211,User_1127,V7,S887,2024-04-12,3,3.017,11.86,3.93,21.07
S5202,User_629,V9,S81,2024-04-12,3,1.117,52.455,46.434,6.57
S5247,User_652,V126,S241,2024-04-12,3,0.783,77.973,98.458,8.54
S4119,User_76,V107,S1200,2024-04-12,3,2.933,5.0,1.698,22.77
S4772,User_410,V23,S659,2024-04-12,3,3.367,19.508,5.784,28.75
S6080,User_1061,V160,S282,2024-04-12,3,3.1,76.389,24.602,5.61
S5473,User_766,V9,S15,2024-04-12,3,3.133,5.0,1.595,16.21
S4069,User_48,V74,S1198,2024-04-12,3,1.6,36.629,22.805,16.41
S4284,User_166,V122,S1002,2024-04-12,3,1.733,16.702,9.586,32.68
S6236,User_1139,V9,S301,2024-04-12,3,3.933,81.425,20.63,15.12
S6372,User_1209,V107,S228,2024-04-12,3,2.7,38.041,14.03,36.94
S4086,User_58,V113,S93,2024-04-12,3,3.567,66.499,18.585,27.48
S4843,User_445,V82,S942,2024-04-12,3,3.817,87.103,22.816,5.51
S4792,User_421,V126,S471,2024-04-12,3,0.817,38.262,46.316,12.47
S5715,User_879,V70,S188,2024-04-12,3,1.533,8.325,5.411,26.03
S4117,User_75,V82,S658,2024-04-12,3,2.717,57.158,20.977,20.64
S4204,User_125,V150,S1058,2024-04-12,3,3.95,59.914,15.114,30.39
S4778,User_413,V70,S69,2024-04-12,3,1.983,33.542,16.828,7.3
S6305,User_1176,V161,S118,2024-04-12,3,3.2,19.564,6.093,23.14
S4414,User_231,V122,S1027,2024-04-12,3,3.15,75.044,23.735,24.44
S5771,User_910,V113,S863,2024-04-12,3,3.733,24.86,6.649,15.43
S4428,User_238,V23,S224,2024-04-12,3,2.5,33.205,13.268,38.69
S5254,User_657,V150,S419,2024-04-12,1,2.883,52.027,18.007,6.2
S5402,User_731,V74,S872,2024-04-12,1,1.05,62.967,59.102,10.22
S6029,User_1036,V145,S628,2024-04-12,1,1.5,70.965,47.162,13.45
S5085,User_567,V58,S215,2024-04-12,1,0.767,61.07,78.685,27.61
S5058,User_553,V102,S374,2024-04-12,1,1.2,12.412,10.25,12.69
S4879,User_463,V82,S1011,2024-04-12,1,0.933,30.937,33.103,20.34
S4260,User_155,V42,S721,2024-04-12,1,2.5,45.063,17.97,8.55
S5514,User_783,V142,S888,2024-04-12,1,1.617,6.8,4.175,23.46
S5171,User_615,V147,S254,2024-04-12,1,3.7,32.225,8.685,25.49
S4642,User_344,V7,S918,2024-04-12,1,0.617,54.073,86.501,34.5
S4543,User_296,V82,S968,2024-04-12,1,0.633,64.047,99.963,13.66
S4315,User_182,V42,S847,2024-04-12,1,2.817,55.173,19.587,21.49
S3982,User_7,V58,S185,2024-04-12,1,1.283,41.617,32.098,22.63
S6287,User_1165,V113,S762,2024-04-12,1,1.95,43.157,22.121,33.48
S5885,User_965,V62,S768,2024-04-12,1,1.433,65.508,45.608,20.59
S4896,User_472,V82,S667,2024-04-12,1,0.983,49.259,49.396,16.26
S4475,User_262,V62,S1052,2024-04-12,1,0.783,49.503,62.781,32.19
S5971,User_1008,V142,S991,2024-04-12,1,1.283,31.244,24.338,9.75
S4966,User_507,V9,S418,2024-04-12,1,2.633,55.924,21.231,6.19
S6365,User_1205,V62,S1069,2024-04-12,1,2.233,43.765,19.484,18.34
S4620,User_333,V132,S970,2024-04-12,1,0.617,57.126,91.418,28.07
S5128,User_591,V142,S500,2024-04-12,1,3.4,49.468,14.547,9.67
S5759,User_904,V7,S658,2024-04-12,4,1.983,6.096,3.058,8.09
S4388,User_219,V154,S450,2024-04-12,4,0.967,50.776,51.944,39.21
S6546,User_1304,V81,S16,2024-04-12,4,3.25,5.0,1.537,14.88
S5963,User_1005,V82,S1039,2024-04-12,4,3.45,64.469,18.672,18.14
S5146,User_602,V7,S1085,2024-04-12,4,1.017,24.909,24.168,28.97
S4156,User_98,V122,S1185,2024-04-12,4,3.517,28.692,8.15,6.34
S4220,User_133,V7,S289,2024-04-12,4,1.317,72.623,54.589,28.15
S4122,User_78,V12,S200,2024-04-12,4,1.733,26.116,14.951,16.43
S4776,User_412,V107,S7,2024-04-12,4,1.683,32.14,19.015,36.0
S4774,User_411,V103,S202,2024-04-12,4,0.817,26.957,32.401,31.32
S5519,User_784,V42,S903,2024-04-12,4,2.883,56.47,19.58,13.32
S6277,User_1160,V74,S149,2024-04-13,4,1.733,17.009,9.81,9.56
S4589,User_319,V107,S389,2024-04-13,4,3.95,84.305,21.26,9.7
S4094,User_61,V113,S1199,2024-04-13,4,1.233,22.998,18.442,34.38
S4071,User_49,V122,S984,2024-04-13,4,2.833,5.0,1.755,14.37
S4421,User_234,V12,S486,2024-04-13,4,0.7,75.672,107.074,8.37
S4125,User_80,V12,S1124,2024-04-13,4,1.9,68.806,35.948,17.17
S5838,User_943,V51,S536,2024-04-13,4,2.25,60.637,26.754,30.99
S5466,User_763,V70,S974,2024-04-13,4,1.017,80.907,79.394,10.62
S6172,User_1107,V150,S4,2024-04-13,4,1.067,64.663,60.405,29.27
S6437,User_1240,V147,S1077,2024-04-13,4,3.35,46.194,13.724,9.85
S4562,User_305,V62,S855,2024-04-13,4,3.117,21.033,6.729,25.33
S6317,User_1183,V86,S756,2024-04-13,4,1.867,8.196,4.382,32.38
S4740,User_396,V73,S627,2024-04-13,4,2.383,9.995,4.187,34.04
S3991,User_11,V7,S313,2024-04-13,4,1.717,16.107,9.373,38.58
S5600,User_824,V42,S382,2024-04-13,4,0.517,67.346,130.034,38.66
S4651,User_349,V122,S701,2024-04-13,4,3.333,5.0,1.497,26.38
S4710,User_381,V107,S242,2024-04-13,4,2.55,7.395,2.89,17.99
S4432,User_240,V70,S597,2024-04-13,4,3.367,31.915,9.462,35.54
S5149,User_603,V86,S47,2024-04-13,4,1.217,44.27,36.231,7.74
S5416,User_738,V9,S300,2024-04-13,4,1.85,69.414,37.476,35.24
S4855,User_453,V82,S111,2024-04-13,4,3.1,69.502,22.389,10.46
S5854,User_950,V160,S181,2024-04-13,4,3.217,52.646,16.361,34.69
S4939,User_493,V23,S741,2024-04-13,4,1.217,11.072,9.052,7.05
S6018,User_1029,V16,S786,2024-04-13,4,1.6,15.259,9.452,11.04
S5387,User_724,V7,S26,2024-04-13,4,0.917,48.267,52.519,23.99
S4956,User_501,V16,S832,2024-04-13,4,2.483,38.146,15.326,17.84
S5808,User_927,V126,S731,2024-04-13,2,1.0,5.0,4.923,40.29
S5555,User_803,V7,S861,2024-04-13,2,3.4,38.291,11.224,12.55
S5212,User_635,V147,S308,2024-04-13,2,0.733,47.193,64.104,6.41
S4427,User_237,V142,S1142,2024-04-13,2,1.967,28.693,14.472,20.93
S4113,User_74,V112,S846,2024-04-13,2,2.383,11.687,4.878,14.18
S5038,User_542,V119,S1010,2024-04-13,2,1.767,50.77,28.712,17.17
S4789,User_420,V16,S444,2024-04-13,2,2.3,34.757,15.086,7.51
S5586,User_818,V154,S611,2024-04-13,2,3.8,33.377,8.746,39.36
S4915,User_482,V23,S790,2024-04-13,2,3.067,41.054,13.369,28.48
S5106,User_578,V16,S180,2024-04-13,2,2.233,7.372,3.286,5.53
S5912,User_979,V50,S245,2024-04-13,2,1.9,72.488,38.133,11.01
S5457,User_758,V107,S647,2024-04-13,2,2.717,53.427,19.579,9.42
S5264,User_664,V51,S439,2024-04-13,2,3.4,24.352,7.145,9.22
S4925,User_486,V62,S532,2024-04-13,2,1.017,59.385,57.986,38.14
S4632,User_340,V9,S1148,2024-04-13,2,3.6,67.8,18.802,26.63
S6325,User_1187,V150,S950,2024-04-13,2,0.95,66.557,69.543,34.88
S6404,User_1224,V58,S1134,2024-04-13,2,1.6,19.224,11.915,10.35
S6516,User_1288,V113,S571,2024-04-13,2,2.933,51.875,17.685,25.34
S5930,User_988,V23,S1087,2024-04-13,2,3.017,78.091,25.83,32.15
S5410,User_735,V147,S1127,2024-04-13,2,1.967,73.421,37.173,26.64
S4588,User_319,V107,S389,2024-04-13,2,3.683,80.497,21.849,10.16
S6115,User_1078,V78,S324,2024-04-13,2,1.617,41.094,25.222,29.85
S4467,User_258,V86,S262,2024-04-13,2,3.767,66.282,17.566,36.04
S5505,User_780,V150,S680,2024-04-13,2,3.517,62.716,17.761,17.57
S6559,User_1312,V70,S90,2024-04-13,2,2.65,69.37,26.055,38.61
S5694,User_868,V78,S914,2024-04-13,2,3.983,33.446,8.387,18.99
S4297,User_171,V154,S53,2024-04-13,2,3.733,113.531,30.281,22.28
S5720,User_882,V74,S133,2024-04-13,2,2.017,90.156,44.556,5.62
S4898,User_472,V82,S667,2024-04-13,2,0.5,40.762,79.583,16.4
S4700,User_376,V62,S270,2024-04-13,3,2.533,5.0,1.971,24.44
S5272,User_670,V142,S1107,2024-04-13,3,1.7,68.543,40.225,40.76
S5529,User_790,V154,S51,2024-04-13,3,1.433,48.34,33.544,13.27
S4455,User_253,V16,S971,2024-04-13,3,3.667,27.411,7.469,11.71
S5948,User_997,V147,S493,2024-04-13,3,3.617,71.323,19.663,20.57
S4799,User_424,V122,S882,2024-04-13,3,3.817,73.09,19.119,25.24
S6449,User_1246,V42,S789,2024-04-13,3,3.1,43.685,14.044,20.56
S5305,User_685,V51,S1043,2024-04-13,3,1.133,24.886,21.777,10.83
S5428,User_744,V84,S746,2024-04-13,3,2.567,10.952,4.254,8.77
S5943,User_994,V113,S396,2024-04-13,3,3.417,64.411,18.833,11.94
S4738,User_394,V154,S469,2024-04-13,3,3.883,34.372,8.827,39.14
S4984,User_515,V9,S929,2024-04-13,3,2.467,29.134,11.787,38.57
S5101,User_576,V86,S350,2024-04-13,3,2.867,5.0,1.742,14.83
S5610,User_829,V119,S851,2024-04-13,3,3.917,43.154,10.995,34.48
S4783,User_416,V70,S954,2024-04-13,3,1.55,58.37,37.412,10.68
S4457,User_254,V51,S555,2024-04-13,3,3.117,66.216,21.172,21.8
S4684,User_367,V7,S1078,2024-04-13,3,2.967,52.427,17.578,30.05
S4170,User_103,V12,S77,2024-04-13,3,2.5,53.259,21.196,16.93
S5611,User_829,V119,S851,2024-04-13,3,0.567,36.001,62.423,36.2
S6478,User_1267,V51,S1003,2024-04-13,3,2.367,5.0,2.1,21.73
S6263,User_1152,V117,S989,2024-04-13,3,0.567,73.479,128.271,38.41
S6048,User_1045,V58,S205,2024-04-13,3,1.283,28.779,22.278,21.74
S6276,User_1159,V126,S314,2024-04-13,3,0.9,58.201,64.35,13.99
S4044,User_37,V51,S946,2024-04-13,3,1.567,43.717,27.74,16.35
S4387,User_218,V12,S905,2024-04-13,3,3.633,15.335,4.214,6.95
S5905,User_975,V23,S999,2024-04-13,3,1.9,36.78,19.223,35.78
S5372,User_719,V107,S1029,2024-04-13,3,3.5,74.79,21.345,42.03
S4219,User_132,V86,S49,2024-04-13,3,2.467,35.623,14.433,10.71
S5927,User_987,V74,S284,2024-04-13,3,3.517,27.597,7.827,9.97
S5257,User_658,V119,S79,2024-04-13,3,1.95,60.193,30.73,21.78
S5263,User_663,V154,S697,2024-04-13,1,3.95,37.953,9.607,33.34
S6034,User_1038,V62,S511,2024-04-13,1,3.2,5.0,1.555,23.72
S5042,User_544,V9,S1106,2024-04-13,1,3.867,61.054,15.789,36.35
S4566,User_307,V136,S1145,2024-04-13,1,3.45,22.268,6.437,31.47
S5743,User_894,V16,S990,2024-04-13,1,3.217,33.001,10.225,23.87
S4750,User_401,V58,S60,2024-04-13,1,3.517,64.775,18.358,13.6
S4817,User_433,V9,S283,2024-04-13,1,2.083,52.347,25.03,16.74
S5357,User_711,V74,S617,2024-04-13,1,1.283,9.128,7.026,28.76
S4334,User_191,V126,S14,2024-04-13,1,2.95,78.079,26.447,6.76
S4123,User_79,V23,S152,2024-04-13,1,3.233,27.631,8.536,36.95
S6550,User_1306,V107,S91,2024-04-13,1,2.9,12.571,4.314,8.66
S4767,User_408,V12,S60,2024-04-13,1,0.667,35.113,52.214,33.24
S5786,User_918,V142,S708,2024-04-13,1,3.9,30.124,7.719,34.62
S4808,User_428,V82,S1172,2024-04-13,1,2.433,33.121,13.524,10.43
S5607,User_827,V126,S1020,2024-04-13,1,3.233,79.632,24.523,17.46
S4151,User_96,V35,S5,2024-04-13,4,0.833,5.0,5.93,35.45
S4972,User_510,V143,S1090,2024-04-13,4,3.15,36.623,11.599,23.74
S4603,User_326,V147,S436,2024-04-13,4,1.7,21.153,12.361,25.95
S4964,User_506,V150,S827,2024-04-13,4,2.75,25.131,9.104,34.39
S5823,User_935,V78,S131,2024-04-13,4,2.35,51.623,21.891,35.27
S5670,User_856,V23,S730,2024-04-13,4,3.667,52.07,14.166,7.31
S4359,User_205,V23,S995,2024-04-13,4,0.8,20.647,25.385,35.92
S4043,User_37,V51,S946,2024-04-13,4,3.367,34.433,10.202,16.63
S4321,User_185,V113,S720,2024-04-13,4,1.367,43.44,31.661,10.51
S4551,User_299,V12,S35,2024-04-14,4,2.667,23.731,8.867,22.44
S4699,User_375,V142,S125,2024-04-14,4,2.317,32.133,13.809,30.16
S5462,User_761,V62,S505,2024-04-14,4,2.767,23.997,8.652,10.98
S5637,User_839,V51,S758,2024-04-14,4,2.617,18.128,6.893,18.81
S5746,User_896,V86,S266,2024-04-14,4,1.283,15.375,11.881,13.07
S5154,User_607,V7,S244,2024-04-14,4,1.5,21.393,14.155,32.22
S4512,User_283,V142,S643,2024-04-14,4,1.85,16.627,8.983,26.86
S6135,User_1086,V142,S84,2024-04-14,4,2.617,33.235,12.622,10.36
S6561,User_1313,V119,S65,2024-04-14,4,3.117,39.336,12.588,20.42
S5612,User_829,V119,S851,2024-04-14,4,1.967,48.815,24.812,36.64
S5001,User_524,V58,S544,2024-04-14,4,3.317,73.443,22.094,14.24
S5176,User_617,V7,S441,2024-04-14,4,1.9,5.0,2.622,16.06
S5115,User_584,V150,S865,2024-04-14,4,1.483,49.595,33.083,38.12
S4985,User_515,V9,S929,2024-04-14,4,1.65,29.347,17.756,35.9
S5244,User_651,V126,S199,2024-04-14,4,2.9,42.802,14.75,13.55
S6575,User_1319,V58,S648,2024-04-14,2,2.867,11.899,4.136,41.6
S6019,User_1030,V147,S55,2024-04-14,2,2.317,41.484,17.786,22.79
S4830,User_440,V142,S455,2024-04-14,2,0.75,23.884,31.226,16.75
S4173,User_106,V74,S1202,2024-04-14,2,3.117,39.385,12.608,28.29
S5679,User_860,V51,S74,2024-04-14,2,0.95,44.959,46.691,31.09
S4530,User_292,V150,S905,2024-04-14,2,1.8,26.98,14.928,10.84
S5068,User_557,V51,S904,2024-04-14,2,0.867,53.398,60.527,2.3
S6082,User_1062,V142,S175,2024-04-14,2,1.867,38.974,20.762,6.84
S6529,User_1296,V126,S609,2024-04-14,2,1.817,58.337,31.96,25.1
S5304,User_684,V122,S352,2024-04-14,2,0.517,57.396,108.661,40.29
S5869,User_957,V93,S901,2024-04-14,2,1.5,12.487,8.258,19.79
S4435,User_242,V160,S715,2024-04-14,2,3.75,37.246,9.899,24.84
S6472,User_1263,V107,S526,2024-04-14,2,1.167,16.355,13.875,38.03
S5550,User_801,V46,S677,2024-04-14,2,2.35,34.815,14.799,26.64
S6341,User_1194,V119,S280,2024-04-14,2,0.567,69.995,120.052,37.15
S5589,User_819,V86,S291,2024-04-14,2,2.583,74.41,28.685,23.48
S5330,User_699,V126,S714,2024-04-14,2,2.967,45.79,15.367,10.25
S4961,User_505,V50,S298,2024-04-14,2,2.767,57.54,20.713,29.19
S4907,User_477,V7,S193,2024-04-14,2,0.817,53.895,65.162,9.96
S5975,User_1009,V7,S905,2024-04-14,2,3.433,52.129,15.179,36.68
S5940,User_993,V12,S272,2024-04-14,2,3.167,64.593,20.33,13.93
S6357,User_1201,V119,S1044,2024-04-14,2,1.183,60.943,50.881,33.91
S5184,User_620,V23,S969,2024-04-14,2,3.717,46.752,12.572,28.79
S4726,User_388,V107,S203,2024-04-14,2,2.6,11.34,4.342,22.19
S5393,User_727,V3,S1092,2024-04-14,2,1.25,43.441,34.514,30.51
S5573,User_811,V16,S531,2024-04-14,2,1.017,86.851,84.838,40.3
S5216,User_637,V150,S155,2024-04-14,2,3.7,19.35,5.218,40.51
S4499,User_274,V7,S811,2024-04-14,2,3.05,38.447,12.573,36.49
S4897,User_472,V82,S667,2024-04-14,2,3.3,47.962,14.482,17.58
S5024,User_535,V42,S501,2024-04-14,2,2.55,22.409,8.771,12.26
S4851,User_449,V164,S630,2024-04-14,3,2.417,5.459,2.244,18.88
S4051,User_41,V15,S839,2024-04-14,3,1.783,80.54,44.976,29.31
S4587,User_319,V107,S389,2024-04-14,3,1.917,69.991,36.459,8.5
S6189,User_1116,V7,S137,2024-04-14,3,0.883,13.552,15.174,12.77
S5619,User_832,V51,S1022,2024-04-14,3,0.5,43.925,86.377,39.56
S5560,User_806,V113,S412,2024-04-14,3,3.267,5.0,1.524,39.91
S4489,User_270,V4,S171,2024-04-14,3,3.683,71.235,19.315,4.61
S6065,User_1054,V142,S778,2024-04-14,3,1.333,8.559,6.395,21.66
S5772,User_911,V23,S541,2024-04-14,3,2.2,37.393,16.955,40.61
S6352,User_1199,V23,S1070,2024-04-14,3,1.067,40.801,37.825,29.06
S4960,User_504,V58,S64,2024-04-14,3,1.233,69.734,56.537,30.16
S4255,User_151,V142,S837,2024-04-14,3,0.833,35.53,42.17,17.34
S6208,User_1125,V70,S1012,2024-04-14,3,1.7,70.234,41.028,6.34
S4081,User_55,V62,S252,2024-04-14,3,3.1,19.456,6.265,9.1
S5129,User_592,V154,S430,2024-04-14,3,3.783,28.199,7.443,7.03
S5232,User_644,V50,S1034,2024-04-14,3,2.2,35.146,15.959,9.38
S5890,User_968,V82,S353,2024-04-14,3,3.283,37.177,11.275,29.38
S6166,User_1105,V58,S41,2024-04-14,3,3.383,12.505,3.693,41.45
S5895,User_970,V74,S1190,2024-04-14,3,0.767,91.103,117.984,40.76
S5780,User_914,V142,S958,2024-04-14,3,2.117,45.319,21.332,11.4
S6070,User_1056,V51,S879,2024-04-14,1,1.567,43.961,27.771,3.64
S4265,User_157,V16,S1203,2024-04-14,1,1.867,5.0,2.668,12.63
S5544,User_799,V42,S728,2024-04-14,1,2.85,71.307,24.978,12.74
S5547,User_800,V50,S428,2024-04-14,1,1.333,7.579,5.641,37.46
